序号,原版 event,category,vibration_intensity,audio,audio_intensity,player_only,haptics.lua 行,重复定义数,源码字面引用数,原版原始逻辑/证据,目前实现的触发逻辑,正常交互保护,空间/player_only 逻辑,目前具体震动方式,保真度与限制
41,dontstarve/creatures/chester/close,PLAYER,1.0,True,1.0,False,71,1,1,"haptics.lua 第 71 行注册；触发证据：prefabs/chester.lua:55 close = ""dontstarve/creatures/chester/close"",",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
42,dontstarve/movement/bodyfall_dirt,PLAYER,1.0,True,1.0,False,81,2,43,"haptics.lua 第 81 行注册；触发证据：prefabs/lavaarena_beetletaur.lua:181 flower.SoundEmitter:PlaySound(""dontstarve/movement/bodyfall_dirt"", nil, .35)；prefabs/moonrockseed.lua:83 inst.SoundEmitter:PlaySound(""dontstarve/movement/bodyfall_dirt"", nil, volume)；stategraphs/SGchester.lua:493 inst.SoundEmitter:PlaySound(""dontstarve/movement/bodyfall_dirt"")；另 40 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,爆炸/重击三段冲击包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
43,dontstarve/beefalo/saddle/regular_foley,PLAYER,1.0,True,0.05,False,73,1,0,haptics.lua 第 73 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,事件仍动态入索引；出现客户端 SoundEmitter 调用时自动处理,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,保留未来/动态入口；当前源码无字面触发点，不能伪造触发
44,dontstarve/beefalo/saddle/dismount,PLAYER,1.0,True,1.0,False,74,1,12,"haptics.lua 第 74 行注册；触发证据：components/rideable.lua:155 self.inst.SoundEmitter:PlaySound(""dontstarve/beefalo/saddle/dismount"")；stategraphs/SGwilson.lua:2900 inst.SoundEmitter:PlaySound(""dontstarve/beefalo/saddle/dismount"")；stategraphs/SGwilson.lua:7777 inst.SoundEmitter:PlaySound(""dontstarve/beefalo/saddle/dismount"")；另 9 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
45,dontstarve/wilson/lighter_on,PLAYER,1.0,True,1.0,False,75,1,1,"haptics.lua 第 75 行注册；触发证据：prefabs/lighter.lua:174 owner.SoundEmitter:PlaySound(""dontstarve/wilson/lighter_on"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
46,dontstarve/wilson/lighter_off,PLAYER,1.0,True,1.0,False,76,1,1,"haptics.lua 第 76 行注册；触发证据：prefabs/lighter.lua:210 owner.SoundEmitter:PlaySound(""dontstarve/wilson/lighter_off"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
47,dontstarve/wilson/lighter_LP,PLAYER,1.0,True,1.0,False,77,1,1,"haptics.lua 第 77 行注册；触发证据：prefabs/lighterfire_common.lua:69 inst.SoundEmitter:PlaySound(""dontstarve/wilson/lighter_LP"", ""torch"")",SoundEmitter 具名循环钩子；PlayingSound、SetParameter、SetVolume、KillSound/KillAllSounds 驱动,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,具名循环：85 ms 更新、100 ms 连续脉冲；KillSound/音量/实体/暂停/卸载控制生命周期,高（客户端 Lua 可见循环）；已验证参数逐事件映射，未知参数保持中性
48,dontstarve/wilson/torch_swing,PLAYER,1.0,True,1.0,False,78,1,6,"haptics.lua 第 78 行注册；触发证据：prefabs/thurible.lua:29 inst._smoke.SoundEmitter:PlaySound(""dontstarve/wilson/torch_swing"")；prefabs/torch.lua:17 se:PlaySound(""dontstarve/wilson/torch_swing"")；prefabs/wargshrine.lua:146 inst.SoundEmitter:PlaySound(""dontstarve/wilson/torch_swing"")；另 3 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Attack whoosh/weapon 原版 WAV RMS 包络（约 0.7 s 上限）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
49,dontstarve/impacts/impact_clay_armour_dull,PLAYER,1.0,True,1.0,False,82,1,0,haptics.lua 第 82 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
50,dontstarve/impacts/impact_clay_armour_sharp,PLAYER,1.0,True,1.0,False,83,1,0,haptics.lua 第 83 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
51,dontstarve/impacts/impact_clay_object_dull,PLAYER,1.0,True,1.0,False,84,1,0,haptics.lua 第 84 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
52,dontstarve/impacts/impact_clay_object_sharp,PLAYER,1.0,True,1.0,False,85,1,0,haptics.lua 第 85 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
53,dontstarve/impacts/impact_clay_wall_dull,PLAYER,1.0,True,1.0,False,86,1,0,haptics.lua 第 86 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
54,dontstarve/impacts/impact_clay_wall_sharp,PLAYER,1.0,True,1.0,False,87,1,0,haptics.lua 第 87 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
55,dontstarve/impacts/impact_flesh_lrg_dull,PLAYER,1.0,True,1.0,False,88,1,0,haptics.lua 第 88 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
56,dontstarve/impacts/impact_flesh_lrg_sharp,PLAYER,1.0,True,1.0,False,89,1,0,haptics.lua 第 89 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
57,dontstarve/impacts/impact_flesh_med_dull,PLAYER,1.0,True,1.0,False,90,1,4,"haptics.lua 第 90 行注册；触发证据：prefabs/gelblob.lua:255 inst.SoundEmitter:PlaySound(""dontstarve/impacts/impact_flesh_med_dull"")；prefabs/worm_boss_util.lua:160 target.SoundEmitter:PlaySound(""dontstarve/impacts/impact_flesh_med_dull"")；prefabs/wurt_terraform_item.lua:335 inst.SoundEmitter:PlaySound(""dontstarve/impacts/impact_flesh_med_dull"")；另 1 处",客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
58,dontstarve/impacts/impact_flesh_med_sharp,PLAYER,1.0,True,1.0,False,91,1,0,haptics.lua 第 91 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
59,dontstarve/impacts/impact_flesh_sml_dull,PLAYER,1.0,True,1.0,False,92,1,0,haptics.lua 第 92 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
60,dontstarve/impacts/impact_flesh_sml_sharp,PLAYER,1.0,True,1.0,False,93,1,0,haptics.lua 第 93 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
